time_period; DeltaLogC_me; DeltaLogC; DeltaLogY; A; DeltaLogC_me_sticky; DeltaLogC_sticky; DeltaLogY_sticky; A_sticky; MrkvState; PermShkAgg; pLvlErr
4.900000000000000000e+01;-2.541251547600403837e-03;-2.963707000318657747e-03;3.660644473517604691e-03;2.435269219394025075e+00;4.009313473037512399e-03;3.783245643876081976e-03;3.660644473517604691e-03;2.453886743404688264e+00;2.000000000000000000e+00;9.999953016405735973e-01;9.961366239407115630e-01
5.000000000000000000e+01;-7.848474043418415813e-03;-8.943592836577682337e-03;-3.045010252698876485e-03;2.446262158319791435e+00;-6.156697396253463239e-04;-1.201698696407488276e-03;-3.045010252698765463e-03;2.446180094716641218e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.001353544115584082e+00
5.100000000000000000e+01;5.542240153870295338e-03;8.424225984204308793e-03;1.926701728960561466e-03;2.442659767513157831e+00;1.034714384434004542e-03;2.576946295859097735e-03;1.926701728960422688e-03;2.443528775355403138e+00;2.000000000000000000e+00;9.999953016405735973e-01;1.000821918285809131e+00
5.200000000000000000e+01;-1.932865012939252725e-03;-6.271763605441404987e-03;-3.525006052263190970e-04;2.448328112589203798e+00;8.022284822505193480e-04;-1.519638544076495901e-03;-3.525006052262913414e-04;2.441600883366559227e+00;1.000000000000000000e+00;9.999953016405735973e-01;1.001940152323212097e+00
5.300000000000000000e+01;1.195393612968731478e-02;1.148785039384211948e-02;4.894752271865893123e-03;2.446101346156935197e+00;4.121326443385142646e-03;3.871910819021287531e-03;4.894752271865893123e-03;2.450604219269190587e+00;2.000000000000000000e+00;1.003451754831397702e+00;9.984067096775637307e-01
5.400000000000000000e+01;6.837138730224887051e-03;9.057430799889396034e-03;4.137873584590195941e-03;2.447894113803385618e+00;3.491655529872059183e-03;4.679796445236597546e-03;4.137873584590195941e-03;2.463298234577240731e+00;3.000000000000000000e+00;9.999953016405735973e-01;9.970221053028782698e-01
5.500000000000000000e+01;1.947686209578762540e-02;1.185926422355292054e-02;9.863738140734185089e-03;2.418710138780067798e+00;1.220922626442014214e-02;8.132834769600527647e-03;9.863738140734296111e-03;2.456279871953940486e+00;4.000000000000000000e+00;1.003451754831397702e+00;9.925137668886485631e-01
5.600000000000000000e+01;-6.703410721010272244e-03;-1.567662078780424073e-03;2.706335656925490385e-03;2.405802651082742827e+00;1.383040141235636344e-03;4.131324106319181344e-03;2.706335656925379363e-03;2.445440182976817756e+00;3.000000000000000000e+00;9.999953016405735973e-01;9.938377175142868447e-01
5.700000000000000000e+01;4.448904875241313506e-03;8.028840945493234682e-03;6.741166745406118599e-03;2.380847952952770186e+00;2.649821779753508411e-03;4.565546551989596580e-03;6.741166745406132477e-03;2.436511075253740444e+00;4.000000000000000000e+00;1.003451754831397702e+00;9.910106286084352512e-01
5.800000000000000000e+01;6.947450839716609594e-03;7.816274078259619063e-03;8.273143251905465401e-03;2.375105144939152702e+00;7.761908379381704526e-03;8.226840201656981932e-03;8.273143251905604179e-03;2.443641740044087296e+00;4.000000000000000000e+00;1.003451754831397702e+00;9.893222080617715131e-01
5.900000000000000000e+01;-4.788974887619867893e-03;-5.240923045949058556e-03;-2.535198592607632029e-03;2.388252162297102466e+00;2.948447055059866262e-03;2.706596847210543388e-03;-2.535198592607521006e-03;2.443633272792700595e+00;3.000000000000000000e+00;9.965529435280287007e-01;9.949653629490697870e-01
6.000000000000000000e+01;-7.059537666539245082e-03;-6.122439172637147986e-03;-1.786141868137941513e-04;2.383670199731756867e+00;-6.664911219246560936e-04;-1.650232846325122571e-04;-1.786141868140439515e-04;2.426575055381183343e+00;2.000000000000000000e+00;9.999953016405735973e-01;9.978869810996183753e-01
6.100000000000000000e+01;9.107498318043638630e-04;-4.757850757618767301e-03;-4.712362579742390700e-04;2.401464868118339258e+00;2.846839623252925278e-03;-1.865884491946967483e-04;-4.712362579742390700e-04;2.426921717354167729e+00;1.000000000000000000e+00;9.999953016405735973e-01;1.000999751673868676e+00
6.200000000000000000e+01;3.944513561549567449e-03;1.029480445116941201e-02;4.929431907201436980e-03;2.395999075478208784e+00;-1.332166364659756463e-03;2.066053416201807380e-03;4.929431907201575758e-03;2.425344097426155976e+00;2.000000000000000000e+00;1.003451754831397702e+00;9.987362011735624323e-01
6.300000000000000000e+01;-4.444072299678580862e-03;-6.588032411668068300e-03;-3.281764372197418234e-03;2.422151756164748981e+00;1.480696713687362776e-03;3.334031820083765973e-04;-3.281764372197557011e-03;2.431162762841521108e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.003491229507396998e+00
6.400000000000000000e+01;3.805086962962667130e-03;5.363196084143637132e-03;5.042009301420152800e-04;2.416927071328486498e+00;-1.813009483392288845e-03;-9.792213422863682570e-04;5.042009301421401801e-04;2.425556887216086643e+00;2.000000000000000000e+00;9.999953016405735973e-01;1.002541341546878462e+00
6.500000000000000000e+01;-3.822803246291028856e-03;-9.300070259516804438e-03;-5.313047520931063472e-03;2.436379832902389353e+00;-1.282661018005976095e-04;-3.059306180583282186e-03;-5.313047520930938572e-03;2.428002782316291075e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.005830549643090821e+00
6.600000000000000000e+01;-1.263366509701224771e-02;-4.064821253589576133e-03;-3.018789676097644037e-03;2.460379280951746850e+00;-7.390045808977924180e-03;-2.804615762705520154e-03;-3.018789676097644037e-03;2.439081432040717257e+00;0.000000000000000000e+00;9.999953016405735973e-01;1.006845306435201648e+00
6.700000000000000000e+01;7.155222779252151666e-03;3.483764413006462668e-03;6.061617272205416240e-04;2.455772831771667164e+00;-1.701932380371362630e-03;-3.666633314808834254e-03;6.061617272202918238e-04;2.440884575767809039e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.002976493513362266e+00
6.800000000000000000e+01;5.495267433123993128e-03;4.658826674907398657e-03;1.470132302389126622e-04;2.451327136978177723e+00;-6.986650125692106528e-04;-1.146268056193028295e-03;1.470132302391624624e-04;2.443922590212673995e+00;2.000000000000000000e+00;9.999953016405735973e-01;1.001066436011494920e+00
6.900000000000000000e+01;-7.035252829100016592e-03;-8.569332627712478168e-03;-2.931140762096814956e-03;2.457058946119890841e+00;-1.128836471257027574e-03;-1.949765844049433650e-03;-2.931140762097078634e-03;2.439181897308187352e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.003870065436465397e+00
7.000000000000000000e+01;-5.234925520713223923e-03;-5.727022146264151847e-03;-6.191182991485008613e-03;2.490418732716377370e+00;-1.298653209631878136e-03;-1.561987994779412414e-03;-6.191182991484897591e-03;2.455417772310387825e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.007322893141738396e+00
7.100000000000000000e+01;5.010245860672335461e-03;7.362817532518023400e-03;5.396826327479786745e-03;2.480287525127264026e+00;-1.024551182404576100e-03;2.343762793639014852e-04;5.396826327479814500e-03;2.455164381936290496e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.002872274424830179e+00
7.200000000000000000e+01;1.022007549789333281e-02;6.031283984511248697e-03;7.722971935048283942e-04;2.482204885385265403e+00;2.641380088657871439e-03;3.998395945133265128e-04;7.722971935048283942e-04;2.467089172110082274e+00;2.000000000000000000e+00;9.999953016405735973e-01;1.000702419211872973e+00
7.300000000000000000e+01;9.166273031005992000e-03;1.151059091843995019e-02;6.719420928377878299e-03;2.464352578566853413e+00;3.930130650751054167e-03;5.184641279662186020e-03;6.719420928377753399e-03;2.473598553208207651e+00;3.000000000000000000e+00;1.003451754831397702e+00;9.954572649026131037e-01
7.400000000000000000e+01;1.352961906368287809e-02;6.044915232608097377e-03;4.582517356068349645e-03;2.444285080125518483e+00;8.983889739961281595e-03;4.978613595174916084e-03;4.582517356068474546e-03;2.470945189059194469e+00;4.000000000000000000e+00;9.999953016405735973e-01;9.934298882334791081e-01
7.500000000000000000e+01;-1.962378403895616991e-02;-5.801026567604256057e-03;-3.019475625276005215e-03;2.446695790473878862e+00;-5.738698457165514188e-03;1.658248971176931597e-03;-3.019475625276130115e-03;2.470404895342995566e+00;3.000000000000000000e+00;9.965529435280287007e-01;9.966021104997007107e-01
7.600000000000000000e+01;-2.194799760198193339e-03;-9.596152318479572729e-03;-4.369466880626449168e-03;2.452641025269578723e+00;2.410855314599225085e-03;-1.549817212984430648e-03;-4.369466880626199368e-03;2.463137968884475448e+00;2.000000000000000000e+00;9.965529435280287007e-01;1.000673721006218653e+00
7.700000000000000000e+01;-1.375228959531960005e-02;-7.961247079222688594e-03;-5.799509473321820541e-03;2.488286471288422952e+00;-4.575966089548536009e-03;-1.477015888357219309e-03;-5.799509473322056463e-03;2.477913006347355118e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.005098769294539229e+00
7.800000000000000000e+01;1.075450860367505035e-02;9.895365033808764532e-03;5.407399304859422662e-03;2.475354694557950541e+00;1.546896820748960844e-03;1.087144862221847696e-03;5.407399304859533684e-03;2.473703309395596239e+00;2.000000000000000000e+00;1.003451754831397702e+00;1.001216062185853684e+00
7.900000000000000000e+01;2.101175961251200430e-03;-7.574450515602723644e-03;-2.588901832814946569e-03;2.480250517846054770e+00;2.240432303959941085e-03;-2.937268349031907366e-03;-2.588901832814821669e-03;2.469962902190707243e+00;1.000000000000000000e+00;9.999953016405735973e-01;1.002295391321241791e+00
8.000000000000000000e+01;5.685974648708638779e-03;6.521292303923800771e-03;1.455674669928561094e-03;2.477259169910360992e+00;4.096688519784896787e-05;4.879689247256763229e-04;1.455674669928561094e-03;2.469644301138201214e+00;2.000000000000000000e+00;9.999953016405735973e-01;1.001338691562370098e+00
8.100000000000000000e+01;-4.535906110093107513e-03;7.983230775185465311e-03;3.853629954009618608e-03;2.463570649955571845e+00;-3.886994792151474143e-03;2.812348488706331584e-03;3.853629954009618608e-03;2.466852256639417096e+00;3.000000000000000000e+00;9.999953016405735973e-01;9.993275058339493588e-01
8.200000000000000000e+01;-2.643807188716734702e-03;-8.322481942895296192e-03;-3.380146391654417770e-03;2.469382406454591283e+00;2.236106249624628117e-03;-8.027127925506194472e-04;-3.380146391654542670e-03;2.463757114377548074e+00;2.000000000000000000e+00;9.965529435280287007e-01;1.002268834241242024e+00
8.300000000000000000e+01;-5.230123800466029982e-03;-5.775687926221129143e-03;-8.789130983358345306e-04;2.473984825467454574e+00;-1.156654020194297638e-03;-1.448600772885555443e-03;-8.789130983359594307e-04;2.459503164443255230e+00;1.000000000000000000e+00;9.999953016405735973e-01;1.003254838802400073e+00
8.400000000000000000e+01;-1.538645163558360895e-02;-8.204324412058316973e-03;-6.073622470359585357e-03;2.492930526873666341e+00;-8.173869376447567836e-03;-4.330510509290383392e-03;-6.073622470359738013e-03;2.457284981747350550e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.007612286418847258e+00
8.500000000000000000e+01;1.242245358545548961e-02;5.181164355426023937e-03;2.349145548335207501e-03;2.484861706508813217e+00;1.765787929189771566e-03;-2.109230196460060158e-03;2.349145548335374034e-03;2.455862627303612822e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.003564798490679921e+00
8.600000000000000000e+01;-6.348195433960285294e-03;-7.885437579278078979e-03;-5.963018311614443068e-03;2.503207372133295916e+00;-2.974368107209246492e-03;-3.796989740925571510e-03;-5.963018311614332045e-03;2.458027632064674783e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.007007932565151975e+00
8.700000000000000000e+01;3.607070691386188299e-03;4.219211950555981638e-03;2.008463402340759929e-03;2.493791851535977599e+00;-3.251468278409788693e-03;-2.923894223653869529e-03;2.008463402340621151e-03;2.459473305258091269e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.002512311144528656e+00
8.800000000000000000e+01;-1.595444638845829044e-02;-8.265453455477148048e-03;-5.822773964100302901e-03;2.499108323062279258e+00;-7.741855715786685743e-03;-3.627258710085512483e-03;-5.822773964100302901e-03;2.451655973288126678e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.005862602883519585e+00
8.900000000000000000e+01;1.406677381223490897e-02;3.282090771862478107e-03;6.014750097717569410e-04;2.494000507618870266e+00;4.440513965972087140e-03;-1.330674137870788143e-03;6.014750097715071409e-04;2.450703117723250557e+00;1.000000000000000000e+00;9.999953016405735973e-01;1.004053318504189773e+00
9.000000000000000000e+01;-1.066191194962930189e-02;-7.661058682333271586e-03;-7.290357545179732002e-03;2.527990869046131461e+00;-4.901026549661346987e-03;-3.295185319764734611e-03;-7.290357545179620979e-03;2.472979653800619460e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.006787217979710602e+00
